0.079630232334	00000000000	1000000
1.01131428715	00001000000	1000000
18.0552433340	10001000000	1100000
19.1271376669	11001000000	1100000
19.3592241472	01001000000	1100000
20.4128345921	00001000000	1100000
23.2705989169	10001000000	0100000
30.4381070779	10011000000	0110000
32.0923617387	10001000000	1110000
33.1954036058	10001010000	1100100
33.2789770767	10000010000	1100100
33.8497521333	11000010000	1100100
34.1154660718	01000010000	1100100
35.2516557272	00000010000	1100100
36.2036568894	00000110000	1110100
36.6712436916	00000110100	1110110
38.1584586868	00000100100	1110110
38.2429333896	10000100100	0110110
38.4758085176	10000100000	0100010
38.5597560584	10000000000	0100010
41.5003077207	10001000000	0100010
41.8846202520	10001000001	0100010
42.7870368999	10001000000	0100000
45.0595835504	10011000000	0110000
46.7643066367	10001000000	1110000
47.8674588530	10001010000	1100100
47.9510353970	10000010000	1100100
48.5045982101	11100010000	1100100
48.8540049084	01100010000	1100100
49.8736571268	00000010000	1100100
50.8752900159	00000110000	1110100
51.3604094934	00000110100	1110110
53.0141288907	00000100100	1110110
53.1645798558	10000100100	0110110
53.3485378728	10000100000	0100010
53.4316914580	10000000000	0100010
56.3566408580	10001000000	0100010
56.8916940561	10001000001	0100010
57.7931770658	10001000000	0100000
59.5476601076	10011000000	0110000
61.2857578268	10001000000	1110000
62.3893260177	10001010000	1100100
62.4745882507	10000010000	1100100
63.1430268372	11000010000	1100100
63.4600201981	01000010000	1100100
64.5283453623	00000010000	1100100
65.4142342113	00000110000	1101100
65.5697489485	00000100000	1101100
66.1821647723	00000101000	1101101
67.5865083411	10000101000	0101101
68.0701558438	10000100000	0100001
68.1704009867	10000000000	0100001
71.0971712885	10001000000	0100001
71.7126877857	10001000010	0100001
72.6158229607	10001000000	0100000
74.4201346819	10011000000	0110000
75.9744218888	10001000000	1110000
77.0810823722	10001010000	1100100
77.1787892037	10000010000	1100100
77.8498521460	10100010000	1100100
77.8561677532	11100010000	1100100
78.2858324172	01100010000	1100100
79.4223983774	00000010000	1100100
80.0883609509	00000110000	1110100
80.5541751815	00000110100	1110110
82.0909816750	00000100100	1110110
82.4592066869	00000100000	1100010
82.5419021133	00000000000	1100010
83.1605815823	10000000000	0100010
85.4825699914	10001000000	0100010
85.9512482732	10001000001	0100010
86.8530810480	10001000000	0100000
89.2774671082	10011000000	0110000
90.9646860146	10001000000	1110000
92.0501102794	10001010000	1100100
92.1350082203	10000010000	1100100
92.8049970038	10100010000	1100100
92.8192781485	11100010000	1100100
93.2703298883	01100010000	1100100
94.4071548200	00000010000	1100100
95.0586624836	00000110000	1101100
95.2257610953	00000100000	1101100
