0	0100100	0000
0.1	1100100	1010
1	0000000	1010
1.1	1000000	1010
2	0000000	1010
4.9	0010000	1010
4.95	0000000	1010
5.1	0000010	1010
5.2	0000000	1010
9.8	0001000	0110
9.85	0000000	0110
10.1	0000001	0101
10.15	0000000	0101
12.45	0010000	1001
12.5	0000000	1001
14.9	0001000	0101
14.95	0000000	0101
15.1	1000000	0101
15.6	0000000	0101
17.6	0000010	0101
17.65	0000000	0101
17.7	0010000	0101
17.8	0000000	0101
19.9	0000100	0100
20	1000100	0100
20.1	0000100	0100
20.15	0100100	0000
20.2	1100100	1010
20.25	1100000	1010
20.3	1000000	1010
20.35	0000000	1010
25.3	0000010	1010
25.35	0000000	1010
25.4	0010000	1010
25.45	0000000	1010
30.2	0001000	0110
30.25	0000000	0110
30.3	0000001	0101
30.35	0000000	0101
32.8	0010000	1001
32.85	0000000	1001
35.3	0001000	0101
35.35	0000000	0101
35.4	0000010	0101
37.8	0000000	0101
37.85	0010000	0101
37.9	0000000	0101
37.95	0000100	0100
40.2	0100100	0000
40.3	1100100	1010
41	0000100	1010
41.1	0000000	1010
41.2	0000010	1010
46.1	0000000	1010
46.15	0010000	1010
46.2	0000000	1010
46.25	0001000	0110
51.2	1001000	0110
51.25	1000000	0110
51.3	0000000	0110
51.35	0000001	0101
51.5	0000000	0101
51.55	0010000	1001
53.7	0000000	1001
53.75	0001000	0101
56.6	0000000	0101
56.65	0010000	0101
58.9	0000000	0101
58.95	0000010	0101
59	1000000	0101
59.1	1100000	0101
61.3	0100000	0001
61.35	0100100	0000
61.4	1100100	1010
62.1	0100100	1010
62.15	0000000	1010
62.2	0000010	1010
66.9	0000000	1010
66.95	0010000	1010
67.1	0000000	1010
67.15	1000000	1010
67.3	0000000	1010
68.1	0001000	0110
72.1	0000000	0110
72.15	0000001	0101
72.3	0000000	0101
72.35	0010000	1001
74.7	0000000	1001
74.75	1000000	1001
74.8	0000000	1001
76.2	0001000	0101
77.2	0000000	0101
77.25	0010000	0101
79.7	0000000	0101
79.75	0000010	0101
79.8	0000000	0101
79.85	0100000	0001
82.2	0100100	0000
82.3	1100100	0000
83.4	1100100	1010
83.45	1000100	1010
83.5	1000100	1010
83.6	1000000	1010
83.7	0000000	1010
84.1	0010000	1010
88.5	0000000	1010
88.55	0000010	1010
93.3	0000000	1010
93.35	0001000	0110
93.5	0000000	0110
93.55	0000001	0101
93.6	0000000	0101
93.65	0010000	1001
95.8	0000000	1001
95.9	0001000	0101
98.5	0000000	0101
98.55	0000010	0101
98.6	0000000	0101
98.65	0010000	0101
100.9	0000000	0101
100.95	0000100	0101
103.5	0000100	0100
103.55	0100100	0000
103.6	1100100	1010
105.4	1000100	1010
105.45	1000000	1010
105.5	0000000	1010
106.7	0000010	1010
110.5	0000000	1010
110.55	0010000	1010
112.9	0000000	1010
112.95	0000001	1001
113	0000000	1001
113.1	0001000	0101
115.6	0000000	0101
115.65	0010000	1001
118.1	0000000	1001
118.15	1000000	1001
119.1	0000000	1001
120	0001000	0101
120.6	0000000	0101
120.65	0000010	0101
120.7	0000000	0101
120.75	0010000	0101
123.1	0000000	0101
123.15	0100000	0101
125.6	0100000	0001
125.7	0100100	0000
125.75	1100100	1010
128.3	1100100	1010
128.35	1000000	1010
128.4	0000000	1010
129	0010000	1010
133.4	0000000	1010
133.45	0000010	1010
133.5	0000000	1010
133.55	0000001	1001
138.4	0000000	1001
138.45	0001000	0101
140.9	0000000	0101
140.95	0010000	1001
143.4	0000000	1001
143.45	0001000	0101
145.9	0000000	0101
145.95	0010000	0101
148.4	0000000	0101
148.45	0000010	0101
148.6	0000000	0101
148.65	0000100	0101
150.9	0000100	0100
150.95	0100100	0000
151.1	1100100	1010
153.7	1100000	1010
153.75	1000000	1010
153.8	0000000	1010
155.2	0000010	1010
158.8	0000000	1010
158.85	0010000	1010
158.9	0000000	1010
158.95	1000000	1010
159	0000000	1010
159.5	0000001	1001
163.8	0000000	1001
163.85	0001000	1001
163.9	0001000	0101
163.95	0000000	0101
164	0010000	1001
166.3	0000000	1001
166.35	0001000	0101
168.8	0000000	0101
168.85	0000010	0101
171.4	0000000	0101
171.45	0010000	1001
172.5	0000000	1001
172.55	0001000	0101
172.6	0000000	0101
173.8	0000010	0101
173.9	0010000	0101
173.95	0000100	0100
174	0100100	0100
176.3	0100100	0000
